FlightNumber,DepartureAirport,ArrivalAirport,DepartureTime,ArrivalTime,Airline,FlightDuration,AvgTicketPrice,Aircraft,PassengerCount
FL-123483,YHZ,LAX,2023-07-04 13:24:00,2023-07-04 15:05:00,Qatar Airways,1:41:00,239,Embraer E190,143
FL-212047,FCO,IST,2023-05-26 08:19:00,2023-05-26 17:00:00,WestJet,8:41:00,1695,Airbus A320,195
FL-626295,DFW,SYD,2023-04-15 09:49:00,2023-04-15 12:31:00,China Southern Airlines,2:42:00,2527,Boeing 767,177
FL-729064,FCO,MEX,2023-12-09 06:36:00,2023-12-09 14:34:00,Swiss International Air Lines,7:58:00,1951,Airbus A340,193
FL-544910,YHZ,AMS,2023-05-11 07:17:00,2023-05-11 13:23:00,Asiana Airlines,6:06:00,527,McDonnell Douglas MD-88,234
FL-580976,ATL,SIN,2023-10-23 20:25:00,2023-10-24 03:06:00,Aeroflot,6:41:00,2807,Boeing 787,125
FL-393721,LAX,LHR,2023-07-01 23:08:00,2023-07-02 02:15:00,KLM,3:07:00,1376,Airbus A340,231
FL-815203,DXB,YHZ,2023-05-26 15:03:00,2023-05-26 20:21:00,American Airlines,5:18:00,918,Boeing 737 MAX,149
FL-552958,DEN,JFK,2023-06-16 12:52:00,2023-06-16 19:16:00,Finnair,6:24:00,2805,Airbus A320,166
FL-553943,YUL,DFW,2023-10-19 02:22:00,2023-10-19 07:09:00,EVA Air,4:47:00,2971,Airbus A320,135
FL-464071,YVR,FCO,2023-10-18 00:32:00,2023-10-18 04:49:00,Qatar Airways,4:17:00,1252,Airbus A380,246
FL-510059,DXB,FRA,2023-12-14 17:12:00,2023-12-15 01:50:00,Etihad Airways,8:38:00,2478,Airbus A330,125
FL-813425,MIA,FCO,2023-04-02 07:48:00,2023-04-02 11:52:00,EVA Air,4:04:00,1481,Airbus A330,212
FL-955575,AMS,DEN,2023-04-25 17:43:00,2023-04-26 02:37:00,China Southern Airlines,8:54:00,2706,Airbus A350,198
FL-286710,ATL,HND,2023-06-21 20:41:00,2023-06-22 00:52:00,Iberia,4:11:00,1956,Boeing 767,131
FL-723813,SYD,ORD,2023-01-11 17:59:00,2023-01-11 20:42:00,Avianca,2:43:00,1882,Airbus A330,108
FL-593178,YXU,SIN,2023-08-22 16:38:00,2023-08-23 01:10:00,Delta Airlines,8:32:00,2882,Airbus A350,186
FL-129129,MIA,HND,2023-04-16 11:49:00,2023-04-16 20:06:00,KLM,8:17:00,2580,Boeing 737,207
FL-448215,DXB,YXU,2023-02-12 21:23:00,2023-02-12 22:34:00,Air Python,1:11:00,2481,Embraer E190,126
FL-673351,SFO,ORD,2023-02-22 00:22:00,2023-02-22 04:09:00,British Airways,3:47:00,1489,Bombardier CRJ900,208
FL-915581,YOW,PEK,2023-08-23 22:56:00,2023-08-24 02:23:00,Avianca,3:27:00,2301,Boeing 787,140
FL-924648,YUL,SYD,2023-04-14 10:21:00,2023-04-14 15:17:00,Royal Jordanian,4:56:00,1897,Boeing 747,180
FL-788527,YUL,IST,2023-04-14 10:12:00,2023-04-14 13:12:00,ANA All Nippon Airways,3:00:00,800,Embraer E190,209
FL-840074,FRA,PEK,2023-07-11 18:19:00,2023-07-12 02:41:00,Asiana Airlines,8:22:00,468,Embraer E190,152
FL-793064,DFW,ORD,2023-02-09 00:35:00,2023-02-09 06:45:00,Aeroflot,6:10:00,2302,Bombardier CRJ900,159
FL-313630,DFW,SFO,2023-01-27 08:49:00,2023-01-27 17:21:00,KLM,8:32:00,1163,Airbus A380,191
FL-451754,PEK,DXB,2023-06-15 21:09:00,2023-06-16 02:55:00,British Airways,5:46:00,1037,Boeing 747,164
FL-309705,CDG,MIA,2023-09-21 03:08:00,2023-09-21 08:09:00,Lufthansa,5:01:00,273,Embraer E190,149
FL-578070,DXB,HND,2023-03-02 11:59:00,2023-03-02 20:27:00,Aeroflot,8:28:00,438,Airbus A380,123
FL-520149,JFK,HKG,2023-07-12 08:20:00,2023-07-12 10:27:00,Aeroflot,2:07:00,1755,Bombardier Q400,108
FL-309392,HKG,ICN,2023-06-27 20:14:00,2023-06-27 21:14:00,Avianca,1:00:00,1858,Boeing 737,240
FL-429950,SIN,YOW,2023-01-21 17:03:00,2023-01-21 23:26:00,Royal Jordanian,6:23:00,2126,Boeing 737,123
FL-631964,IST,ICN,2023-08-25 21:23:00,2023-08-26 00:00:00,KLM,2:37:00,2595,Boeing 737 MAX,185
FL-569579,SYD,YYZ,2023-03-04 13:37:00,2023-03-04 21:55:00,Turkish Airlines,8:18:00,1158,Embraer E190,234
FL-982211,LAX,HND,2023-05-23 20:56:00,2023-05-23 22:12:00,Air Canada,1:16:00,395,Embraer E190,147
FL-594642,ORD,LAX,2023-09-19 22:09:00,2023-09-20 06:42:00,Qantas,8:33:00,656,Airbus A330,230
FL-832973,YUL,YVR,2023-09-21 09:05:00,2023-09-21 12:56:00,Finnair,3:51:00,1199,Bombardier CRJ900,215
FL-207004,DFW,LAX,2023-11-27 12:18:00,2023-11-27 21:14:00,KLM,8:56:00,1707,Boeing 777,179
FL-168073,IST,AMS,2023-03-15 08:39:00,2023-03-15 12:09:00,Qatar Airways,3:30:00,2096,Airbus A340,217
FL-294566,MIA,CDG,2023-06-22 17:37:00,2023-06-23 00:08:00,Cathay Pacific,6:31:00,1375,Airbus A380,182
FL-281391,LHR,YHZ,2023-09-01 23:54:00,2023-09-02 01:13:00,Aeroflot,1:19:00,2577,Airbus A330,175
FL-258590,FRA,MEL,2023-04-16 11:53:00,2023-04-16 18:51:00,Virgin Atlantic,6:58:00,2703,Embraer E190,205
FL-575748,PEK,MEL,2023-07-11 11:01:00,2023-07-11 12:08:00,Qatar Airways,1:07:00,722,Boeing 747,106
FL-149012,CDG,YXU,2023-11-03 12:57:00,2023-11-03 19:58:00,Virgin Atlantic,7:01:00,725,Boeing 737,244
FL-628621,HKG,FRA,2023-12-21 04:34:00,2023-12-21 07:48:00,United Airlines,3:14:00,1664,Airbus A330,241
FL-810840,JFK,MEL,2023-03-19 09:54:00,2023-03-19 16:53:00,EVA Air,6:59:00,2347,Boeing 777,147
FL-600315,DXB,LAX,2023-03-25 02:50:00,2023-03-25 11:01:00,American Airlines,8:11:00,2238,Airbus A380,127
FL-910620,YOW,FRA,2023-11-11 13:50:00,2023-11-11 18:52:00,Qantas,5:02:00,1537,Boeing 737 MAX,221
FL-786938,ATL,DFW,2023-04-21 05:38:00,2023-04-21 14:25:00,Avianca,8:47:00,698,Boeing 737,165
FL-138781,AMS,YHZ,2023-07-16 18:35:00,2023-07-16 20:15:00,Air Python,1:40:00,1955,Boeing 747,144
FL-396561,MIA,AMS,2023-11-04 14:58:00,2023-11-04 22:28:00,Iberia,7:30:00,404,Airbus A330,212
FL-808564,ATL,SYD,2023-10-11 10:18:00,2023-10-11 15:01:00,Aeroflot,4:43:00,1673,Boeing 777,220
FL-253464,YXU,ATL,2023-07-01 20:32:00,2023-07-01 23:09:00,Alitalia,2:37:00,979,Airbus A350,147
FL-694939,YHZ,HND,2023-07-19 06:45:00,2023-07-19 07:55:00,Etihad Airways,1:10:00,999,Airbus A330,213
FL-359785,SIN,DFW,2023-06-14 05:43:00,2023-06-14 08:23:00,WestJet,2:40:00,718,Airbus A350,129
FL-637985,ATL,IST,2023-02-03 11:57:00,2023-02-03 15:27:00,China Southern Airlines,3:30:00,2544,Boeing 777,109
FL-275473,DFW,AMS,2023-06-21 06:47:00,2023-06-21 14:42:00,Emirates,7:55:00,1564,Embraer E190,114
FL-816312,DFW,YXU,2023-08-21 17:40:00,2023-08-21 19:14:00,Turkish Airlines,1:34:00,2345,Airbus A340,120
FL-929268,DFW,CDG,2023-10-15 05:28:00,2023-10-15 09:48:00,China Southern Airlines,4:20:00,2815,Boeing 767,111
FL-418966,ORD,AMS,2023-12-16 05:48:00,2023-12-16 10:22:00,Aeroflot,4:34:00,2355,McDonnell Douglas MD-88,108
FL-259519,DXB,JFK,2023-05-13 15:49:00,2023-05-13 23:46:00,American Airlines,7:57:00,1283,Bombardier CRJ900,115
FL-390093,PEK,LAX,2023-12-26 19:38:00,2023-12-26 22:09:00,WestJet,2:31:00,2428,Embraer E190,216
FL-155889,AMS,YXU,2023-09-08 16:06:00,2023-09-08 20:03:00,Lufthansa,3:57:00,1769,Boeing 737,150
FL-665175,FRA,JFK,2023-07-02 04:28:00,2023-07-02 09:58:00,KLM,5:30:00,808,Boeing 747,208
FL-513480,YHZ,FRA,2023-01-08 23:01:00,2023-01-09 04:48:00,Cathay Pacific,5:47:00,1691,Airbus A380,202
FL-962563,DEN,FRA,2023-07-27 06:14:00,2023-07-27 11:53:00,United Airlines,5:39:00,469,Boeing 737,205
FL-397858,YYZ,YUL,2023-03-08 23:55:00,2023-03-09 05:18:00,Turkish Airlines,5:23:00,2709,Boeing 737,155
FL-360130,DXB,DEN,2023-02-08 13:08:00,2023-02-08 19:40:00,Swiss International Air Lines,6:32:00,2237,Bombardier Q400,235
FL-975198,YYZ,YOW,2023-10-03 19:43:00,2023-10-03 23:05:00,Swiss International Air Lines,3:22:00,2997,Boeing 737,237
FL-239659,FCO,PEK,2023-01-20 19:31:00,2023-01-21 00:28:00,Thai Airways,4:57:00,2225,Boeing 737 MAX,195
FL-427042,YUL,FCO,2023-06-23 23:35:00,2023-06-24 00:55:00,Air Python,1:20:00,1690,Airbus A340,137
FL-247063,SFO,DFW,2023-05-07 18:31:00,2023-05-08 00:12:00,Etihad Airways,5:41:00,708,Boeing 767,142
FL-383070,AMS,YUL,2023-02-12 18:37:00,2023-02-12 23:23:00,Air Canada,4:46:00,910,Bombardier CRJ900,208
FL-187661,LHR,LAX,2023-09-17 16:13:00,2023-09-17 19:43:00,Qantas,3:30:00,1284,Airbus A380,103
FL-377589,YUL,AMS,2023-09-27 10:39:00,2023-09-27 17:55:00,Alitalia,7:16:00,433,Boeing 787,181
FL-146417,MEL,ORD,2023-05-06 08:56:00,2023-05-06 14:22:00,EVA Air,5:26:00,780,Embraer E190,195
FL-895494,DXB,CDG,2023-08-06 07:42:00,2023-08-06 11:41:00,United Airlines,3:59:00,2243,Boeing 767,157
FL-212231,AMS,YHZ,2023-12-25 02:27:00,2023-12-25 03:45:00,Swiss International Air Lines,1:18:00,2844,Airbus A380,144
FL-207327,YVR,MEL,2023-01-20 13:03:00,2023-01-20 17:32:00,Swiss International Air Lines,4:29:00,2381,Embraer E190,250
FL-452870,HKG,ATL,2023-09-20 09:11:00,2023-09-20 14:39:00,Emirates,5:28:00,1914,Boeing 737 MAX,151
FL-577090,YOW,DFW,2023-09-23 16:27:00,2023-09-23 22:04:00,Royal Jordanian,5:37:00,2722,Boeing 777,145
FL-285034,YXU,HKG,2023-12-02 10:31:00,2023-12-02 11:31:00,Emirates,1:00:00,1096,Bombardier Q400,183
FL-244571,YOW,AMS,2023-03-15 04:08:00,2023-03-15 05:27:00,Finnair,1:19:00,671,McDonnell Douglas MD-88,100
FL-126127,HND,YVR,2023-04-27 12:13:00,2023-04-27 13:19:00,Lufthansa,1:06:00,327,Boeing 787,187
FL-663534,SFO,YVR,2023-03-07 12:29:00,2023-03-07 16:35:00,Cathay Pacific,4:06:00,2646,Boeing 737,211
FL-937655,DFW,SYD,2023-10-02 09:03:00,2023-10-02 17:30:00,Air France,8:27:00,1353,Airbus A320,132
FL-197439,LHR,YHZ,2023-07-23 10:56:00,2023-07-23 13:42:00,Delta Airlines,2:46:00,1508,Airbus A320,147
FL-451260,IST,SIN,2023-01-26 10:38:00,2023-01-26 11:39:00,Qatar Airways,1:01:00,2566,Boeing 767,225
FL-481646,SFO,HND,2023-12-11 23:01:00,2023-12-12 05:54:00,Finnair,6:53:00,2103,Boeing 737 MAX,207
FL-682541,SYD,IST,2023-06-01 00:10:00,2023-06-01 02:44:00,Thai Airways,2:34:00,703,Boeing 767,181
FL-637781,MEL,SIN,2023-03-17 23:31:00,2023-03-18 06:26:00,Lufthansa,6:55:00,552,Boeing 767,104
FL-793150,SIN,PEK,2023-04-21 22:45:00,2023-04-22 03:14:00,Thai Airways,4:29:00,301,Airbus A350,192
FL-752205,YYZ,LHR,2023-09-01 13:32:00,2023-09-01 15:31:00,EVA Air,1:59:00,667,Boeing 787,203
FL-212975,MEL,LAX,2023-08-18 16:38:00,2023-08-18 22:33:00,Air Python,5:55:00,2215,Boeing 737,118
FL-479824,LHR,DXB,2023-09-03 21:17:00,2023-09-04 04:44:00,Turkish Airlines,7:27:00,1355,Airbus A320,185
FL-730676,MIA,YOW,2023-12-10 07:13:00,2023-12-10 13:29:00,Aeroflot,6:16:00,393,McDonnell Douglas MD-88,195
FL-303110,MIA,IST,2023-09-12 11:43:00,2023-09-12 16:32:00,British Airways,4:49:00,685,Boeing 767,171
FL-829137,DXB,YHZ,2023-10-05 02:58:00,2023-10-05 04:40:00,Aeroflot,1:42:00,530,Boeing 747,124
FL-335657,YUL,YHZ,2023-09-16 00:23:00,2023-09-16 09:00:00,Aeroflot,8:37:00,2755,Boeing 787,154
FL-669111,CDG,HKG,2023-08-18 00:18:00,2023-08-18 07:39:00,Singapore Airlines,7:21:00,2083,Boeing 737,198
FL-997143,SYD,SFO,2023-05-21 11:57:00,2023-05-21 13:55:00,Turkish Airlines,1:58:00,839,Airbus A380,162
FL-186195,YOW,FCO,2023-10-10 03:37:00,2023-10-10 09:06:00,Etihad Airways,5:29:00,1158,Bombardier CRJ900,147
FL-988123,ORD,SYD,2023-01-16 00:27:00,2023-01-16 08:07:00,Thai Airways,7:40:00,1232,Boeing 777,167
FL-911474,MEX,DFW,2023-09-18 06:12:00,2023-09-18 13:10:00,Emirates,6:58:00,1837,Boeing 777,123
FL-649807,MIA,YUL,2023-04-28 13:14:00,2023-04-28 18:29:00,Emirates,5:15:00,1582,Boeing 747,149
FL-998603,CDG,AMS,2023-07-27 04:26:00,2023-07-27 12:51:00,Finnair,8:25:00,1582,Bombardier Q400,249
FL-616819,DXB,FRA,2023-02-06 23:52:00,2023-02-07 00:54:00,Alitalia,1:02:00,1964,Boeing 747,212
FL-503682,ORD,SFO,2023-10-23 09:42:00,2023-10-23 16:09:00,Qantas,6:27:00,758,Boeing 777,184
FL-241019,MEX,FCO,2023-03-26 20:54:00,2023-03-27 01:38:00,Royal Jordanian,4:44:00,2457,Airbus A320,226
FL-384968,IST,DEN,2023-03-08 04:22:00,2023-03-08 06:00:00,Royal Jordanian,1:38:00,2695,Bombardier Q400,128
FL-561519,LAX,FCO,2023-01-19 04:09:00,2023-01-19 08:15:00,Asiana Airlines,4:06:00,2721,Boeing 737,209
FL-710062,DEN,MIA,2023-07-01 05:16:00,2023-07-01 11:56:00,ANA All Nippon Airways,6:40:00,2938,Airbus A340,182
FL-394952,IST,JFK,2023-01-26 18:24:00,2023-01-26 23:25:00,Air Canada,5:01:00,1899,McDonnell Douglas MD-88,181
FL-535038,HKG,YYZ,2023-11-13 21:42:00,2023-11-14 00:55:00,Qatar Airways,3:13:00,1051,Airbus A320,198
FL-987804,MEX,YVR,2023-12-26 04:47:00,2023-12-26 09:13:00,Iberia,4:26:00,2066,Airbus A350,210
FL-908278,ORD,SFO,2023-09-11 04:00:00,2023-09-11 05:14:00,Cathay Pacific,1:14:00,2393,Boeing 747,130
FL-788644,LAX,AMS,2023-04-17 20:27:00,2023-04-18 03:02:00,American Airlines,6:35:00,787,McDonnell Douglas MD-88,193
FL-558706,DFW,YHZ,2023-03-16 09:27:00,2023-03-16 12:07:00,United Airlines,2:40:00,1123,Boeing 767,172
FL-352673,YXU,DEN,2023-10-23 23:09:00,2023-10-24 01:56:00,Emirates,2:47:00,2117,Boeing 767,118
FL-193671,SIN,JFK,2023-07-15 18:04:00,2023-07-15 22:06:00,ANA All Nippon Airways,4:02:00,2444,Bombardier CRJ900,192
FL-754254,AMS,JFK,2023-06-24 18:10:00,2023-06-24 21:33:00,KLM,3:23:00,1199,Boeing 777,154
FL-674353,JFK,SYD,2023-07-19 03:01:00,2023-07-19 04:17:00,ANA All Nippon Airways,1:16:00,2673,Boeing 787,189
FL-811320,LHR,SFO,2023-04-04 17:19:00,2023-04-04 23:59:00,Lufthansa,6:40:00,936,Airbus A380,169
FL-651591,LAX,IST,2023-11-13 18:59:00,2023-11-13 23:37:00,Turkish Airlines,4:38:00,1455,Airbus A340,162
FL-283516,YHZ,FRA,2023-11-18 21:55:00,2023-11-19 02:17:00,Delta Airlines,4:22:00,967,Embraer E190,142
FL-549475,YXU,HND,2023-11-27 18:08:00,2023-11-27 23:13:00,Swiss International Air Lines,5:05:00,1645,Boeing 777,162
FL-874201,MEL,SFO,2023-01-05 13:30:00,2023-01-05 15:19:00,Virgin Atlantic,1:49:00,2147,Embraer E190,192
FL-566232,SFO,YHZ,2023-05-13 15:15:00,2023-05-13 22:04:00,United Airlines,6:49:00,2160,Boeing 777,187
FL-272844,YVR,YXU,2023-03-25 21:27:00,2023-03-26 06:05:00,Aeroflot,8:38:00,1735,Boeing 737 MAX,244
FL-397587,YHZ,LAX,2023-05-05 22:05:00,2023-05-06 05:59:00,China Southern Airlines,7:54:00,2548,Bombardier CRJ900,163
FL-764227,FCO,SYD,2023-05-26 19:40:00,2023-05-27 02:36:00,British Airways,6:56:00,2548,Boeing 737,129
FL-997762,FRA,ORD,2023-08-18 00:33:00,2023-08-18 04:03:00,Lufthansa,3:30:00,2380,Airbus A320,128
FL-926511,HKG,FCO,2023-06-19 09:57:00,2023-06-19 11:59:00,Air France,2:02:00,793,Boeing 737,235
FL-653181,MIA,ORD,2023-04-21 12:44:00,2023-04-21 16:04:00,Swiss International Air Lines,3:20:00,1233,Bombardier Q400,227
FL-995269,YVR,YOW,2023-07-23 00:31:00,2023-07-23 05:00:00,Air France,4:29:00,1786,Boeing 767,209
FL-409584,FRA,DXB,2023-03-17 10:28:00,2023-03-17 18:41:00,Swiss International Air Lines,8:13:00,411,Boeing 787,118
FL-166435,FCO,ORD,2023-03-03 22:50:00,2023-03-04 02:41:00,Air Python,3:51:00,1675,Bombardier CRJ900,115
FL-935462,YVR,MEL,2023-08-14 21:37:00,2023-08-15 04:05:00,China Southern Airlines,6:28:00,251,Boeing 787,232
FL-590370,YOW,DFW,2023-12-05 09:32:00,2023-12-05 15:52:00,WestJet,6:20:00,2727,Airbus A340,222
FL-925840,LAX,JFK,2023-04-04 13:12:00,2023-04-04 19:49:00,Air Canada,6:37:00,565,Boeing 737,242
FL-810255,DFW,YOW,2023-04-15 20:47:00,2023-04-15 22:22:00,Iberia,1:35:00,1341,Bombardier CRJ900,138
FL-744939,AMS,SFO,2023-10-27 08:08:00,2023-10-27 14:13:00,KLM,6:05:00,556,Bombardier CRJ900,175
FL-927174,JFK,PEK,2023-05-06 04:15:00,2023-05-06 08:01:00,Air France,3:46:00,1727,Boeing 737 MAX,217
FL-840570,HKG,ORD,2023-01-24 01:36:00,2023-01-24 04:43:00,ANA All Nippon Airways,3:07:00,1285,Airbus A380,134
FL-411399,MEL,DXB,2023-01-07 22:55:00,2023-01-08 07:33:00,Delta Airlines,8:38:00,621,Boeing 747,145
FL-182045,LHR,YUL,2023-08-20 15:48:00,2023-08-20 19:24:00,British Airways,3:36:00,2358,Boeing 737,211
FL-278943,YYZ,LHR,2023-02-13 05:28:00,2023-02-13 08:38:00,Emirates,3:10:00,1295,Airbus A320,205
FL-788287,YHZ,LAX,2023-01-18 17:45:00,2023-01-18 20:59:00,ANA All Nippon Airways,3:14:00,1610,Boeing 737,129
FL-312962,YOW,DFW,2023-10-21 13:23:00,2023-10-21 20:30:00,Asiana Airlines,7:07:00,1450,Boeing 777,177
FL-585368,YXU,AMS,2023-12-16 00:57:00,2023-12-16 09:20:00,Asiana Airlines,8:23:00,1730,Bombardier CRJ900,211
FL-838858,DEN,MIA,2023-01-08 22:09:00,2023-01-09 05:13:00,WestJet,7:04:00,2465,Bombardier Q400,175
FL-768487,JFK,LHR,2023-12-19 15:41:00,2023-12-19 18:11:00,KLM,2:30:00,2000,Airbus A350,127
FL-118856,LAX,YOW,2023-06-24 05:51:00,2023-06-24 08:57:00,Royal Jordanian,3:06:00,593,Bombardier CRJ900,119
FL-226806,ICN,MIA,2023-12-02 14:35:00,2023-12-02 21:01:00,Virgin Atlantic,6:26:00,764,Airbus A380,120
FL-793097,JFK,DEN,2023-09-19 09:24:00,2023-09-19 11:56:00,Avianca,2:32:00,598,Embraer E190,195
FL-792577,YOW,MIA,2023-11-09 19:18:00,2023-11-09 23:17:00,Air Python,3:59:00,1307,Boeing 777,161
FL-866532,MEL,CDG,2023-01-24 21:31:00,2023-01-25 06:28:00,WestJet,8:57:00,1419,Boeing 737,236
FL-210748,YYZ,MIA,2023-02-27 15:46:00,2023-02-28 00:12:00,Aeroflot,8:26:00,495,Boeing 777,216
FL-152028,LHR,ORD,2023-12-09 08:39:00,2023-12-09 10:33:00,Finnair,1:54:00,1873,Airbus A340,186
FL-823597,YOW,SFO,2023-08-21 08:24:00,2023-08-21 16:19:00,Alitalia,7:55:00,892,Boeing 767,229
FL-468622,YUL,SIN,2023-11-25 02:29:00,2023-11-25 09:15:00,China Southern Airlines,6:46:00,1026,Airbus A320,208
FL-233423,LAX,SYD,2023-02-10 14:48:00,2023-02-10 16:06:00,Singapore Airlines,1:18:00,1273,Embraer E190,130
FL-916375,YHZ,MEL,2023-01-19 16:02:00,2023-01-20 00:50:00,Singapore Airlines,8:48:00,250,Boeing 737,103
FL-376240,YXU,MEL,2023-02-18 23:23:00,2023-02-19 03:51:00,Iberia,4:28:00,2719,Boeing 747,130
FL-331226,IST,SYD,2023-12-14 09:49:00,2023-12-14 14:20:00,United Airlines,4:31:00,2723,McDonnell Douglas MD-88,244
FL-913038,LHR,MEL,2023-01-17 03:00:00,2023-01-17 08:35:00,United Airlines,5:35:00,2292,McDonnell Douglas MD-88,111
FL-384992,YHZ,YOW,2023-02-28 08:50:00,2023-02-28 09:51:00,Thai Airways,1:01:00,2528,Bombardier Q400,180
FL-167413,LHR,YXU,2023-05-03 10:37:00,2023-05-03 11:49:00,KLM,1:12:00,2640,Airbus A380,194
FL-350005,FCO,YOW,2023-01-27 01:22:00,2023-01-27 03:29:00,EVA Air,2:07:00,1727,Airbus A380,159
FL-876519,YHZ,FRA,2023-10-13 21:47:00,2023-10-14 04:10:00,Virgin Atlantic,6:23:00,2298,Boeing 737,209
FL-938148,IST,LAX,2023-08-02 09:23:00,2023-08-02 10:59:00,American Airlines,1:36:00,532,Boeing 747,170
FL-644600,YHZ,MEL,2023-06-23 23:12:00,2023-06-24 04:28:00,Avianca,5:16:00,1625,Airbus A380,113
FL-890397,LHR,AMS,2023-02-02 20:41:00,2023-02-03 03:24:00,China Southern Airlines,6:43:00,2336,Boeing 787,141
FL-737412,PEK,ATL,2023-01-27 13:12:00,2023-01-27 17:33:00,Virgin Atlantic,4:21:00,1593,Airbus A350,157
FL-633807,ICN,IST,2023-09-17 19:55:00,2023-09-18 03:47:00,Etihad Airways,7:52:00,403,Boeing 787,120
FL-918704,JFK,HKG,2023-02-02 14:17:00,2023-02-02 18:56:00,Qantas,4:39:00,706,Boeing 787,108
FL-780149,SIN,ICN,2023-01-20 05:27:00,2023-01-20 12:01:00,Air France,6:34:00,2847,Boeing 737,110
FL-739696,JFK,SFO,2023-02-21 14:56:00,2023-02-21 20:36:00,ANA All Nippon Airways,5:40:00,634,Boeing 767,244
FL-638420,YUL,MEL,2023-05-11 20:12:00,2023-05-12 00:11:00,Air Python,3:59:00,2218,Airbus A330,236
FL-934321,LHR,AMS,2023-12-24 00:48:00,2023-12-24 06:58:00,Qatar Airways,6:10:00,2864,Boeing 737 MAX,177
FL-200955,FCO,ATL,2023-03-09 05:55:00,2023-03-09 14:39:00,Air Canada,8:44:00,2561,Boeing 767,203
FL-471135,LAX,YVR,2023-11-03 07:18:00,2023-11-03 13:39:00,China Southern Airlines,6:21:00,2357,Airbus A340,196
FL-678692,ATL,DXB,2023-09-02 03:28:00,2023-09-02 09:36:00,United Airlines,6:08:00,852,Embraer E190,191
FL-345880,MEX,YHZ,2023-02-14 08:43:00,2023-02-14 13:13:00,WestJet,4:30:00,1467,Boeing 747,193
FL-905116,YUL,ORD,2023-06-25 04:08:00,2023-06-25 12:35:00,Avianca,8:27:00,2349,McDonnell Douglas MD-88,190
FL-714639,ORD,IST,2023-06-18 22:48:00,2023-06-19 00:37:00,Finnair,1:49:00,786,Boeing 737 MAX,130
FL-517913,MEX,SIN,2023-01-28 08:24:00,2023-01-28 10:46:00,ANA All Nippon Airways,2:22:00,1303,Embraer E190,198
FL-604758,HKG,SIN,2023-11-17 19:27:00,2023-11-18 00:20:00,Thai Airways,4:53:00,2886,Boeing 747,163
FL-342205,MIA,HND,2023-05-09 05:08:00,2023-05-09 09:10:00,Singapore Airlines,4:02:00,2767,Bombardier Q400,206
FL-807246,SYD,LAX,2023-01-02 17:40:00,2023-01-03 00:31:00,Etihad Airways,6:51:00,2782,Airbus A330,145
FL-366109,LHR,LAX,2023-08-07 19:39:00,2023-08-07 21:21:00,Finnair,1:42:00,2961,Airbus A340,145
FL-289431,ICN,YYZ,2023-03-27 02:04:00,2023-03-27 04:07:00,Delta Airlines,2:03:00,2681,Boeing 767,185
FL-500720,HND,JFK,2023-02-18 23:28:00,2023-02-19 04:57:00,Air Canada,5:29:00,2615,Embraer E190,193
FL-546251,PEK,HND,2023-06-07 05:00:00,2023-06-07 06:58:00,Air Python,1:58:00,445,Embraer E190,191
FL-488512,HND,MIA,2023-04-14 23:41:00,2023-04-15 06:23:00,Iberia,6:42:00,983,Bombardier Q400,226
FL-261686,DEN,YHZ,2023-08-27 17:19:00,2023-08-27 20:09:00,KLM,2:50:00,2859,Bombardier Q400,211
FL-655439,CDG,IST,2023-06-13 07:37:00,2023-06-13 13:31:00,Iberia,5:54:00,845,Boeing 787,217
FL-237482,JFK,SFO,2023-09-26 10:36:00,2023-09-26 17:00:00,British Airways,6:24:00,1093,Boeing 787,155
FL-452465,YXU,YOW,2023-05-21 08:39:00,2023-05-21 16:42:00,Air Canada,8:03:00,584,Boeing 747,175
FL-374443,LAX,YYZ,2023-01-11 19:45:00,2023-01-12 01:36:00,Qantas,5:51:00,620,Boeing 747,225
FL-370603,HND,LAX,2023-07-22 03:39:00,2023-07-22 05:30:00,Singapore Airlines,1:51:00,1792,McDonnell Douglas MD-88,200
FL-310650,MIA,SFO,2023-01-06 20:26:00,2023-01-07 03:26:00,Lufthansa,7:00:00,2494,Boeing 737,125
FL-261890,LAX,YHZ,2023-04-24 07:49:00,2023-04-24 09:33:00,Iberia,1:44:00,2947,McDonnell Douglas MD-88,130
FL-989139,LAX,DFW,2023-06-05 11:00:00,2023-06-05 15:43:00,Swiss International Air Lines,4:43:00,1496,Boeing 737 MAX,204
FL-287819,DXB,YYZ,2023-09-19 12:05:00,2023-09-19 14:01:00,Air Canada,1:56:00,2413,Bombardier Q400,203
FL-969413,CDG,IST,2023-09-20 07:55:00,2023-09-20 14:11:00,Cathay Pacific,6:16:00,2934,Airbus A350,225
FL-831113,FCO,ORD,2023-12-06 02:10:00,2023-12-06 08:53:00,British Airways,6:43:00,1871,Boeing 787,127
FL-855365,CDG,DEN,2023-12-28 14:15:00,2023-12-28 19:49:00,Delta Airlines,5:34:00,2429,Boeing 767,162
FL-360360,PEK,CDG,2023-11-27 02:53:00,2023-11-27 08:33:00,Qantas,5:40:00,2845,Boeing 767,242
FL-310274,AMS,ICN,2023-11-05 04:31:00,2023-11-05 13:28:00,Finnair,8:57:00,716,Airbus A330,137
FL-400535,SYD,LHR,2023-08-06 10:48:00,2023-08-06 14:34:00,Emirates,3:46:00,2470,McDonnell Douglas MD-88,231
FL-535062,YYZ,YUL,2023-08-24 20:52:00,2023-08-25 03:27:00,KLM,6:35:00,1089,Airbus A350,144
