FlightNumber,DepartureAirport,ArrivalAirport,DepartureTime,ArrivalTime,Airline,FlightDuration,AvgTicketPrice,Aircraft,PassengerCount
FL-254537,MEX,ATL,2023-02-07 09:01:00,2023-02-07 13:33:00,Cathay Pacific,4:32:00,2347,Airbus A350,198
FL-324743,MEX,YOW,2023-08-04 02:02:00,2023-08-04 06:38:00,Air Canada,4:36:00,2192,Boeing 747,227
FL-579008,YYZ,YVR,2023-08-10 02:35:00,2023-08-10 09:38:00,Royal Jordanian,7:03:00,2916,Airbus A320,238
FL-835578,YYZ,DEN,2023-05-11 06:34:00,2023-05-11 12:54:00,Turkish Airlines,6:20:00,803,Airbus A320,232
FL-940542,ORD,LAX,2023-01-01 01:04:00,2023-01-01 09:55:00,EVA Air,8:51:00,1273,McDonnell Douglas MD-88,101
FL-807852,YVR,LAX,2023-03-26 00:45:00,2023-03-26 05:02:00,Turkish Airlines,4:17:00,657,Boeing 747,182
FL-460199,ORD,MIA,2023-08-14 12:01:00,2023-08-14 20:50:00,American Airlines,8:49:00,2913,Airbus A330,133
FL-995102,YXU,SFO,2023-01-03 01:28:00,2023-01-03 09:16:00,ANA All Nippon Airways,7:48:00,954,Boeing 787,154
FL-173932,LAX,DXB,2023-02-27 10:36:00,2023-02-27 13:11:00,Singapore Airlines,2:35:00,1978,Boeing 777,129
FL-756956,LHR,MEL,2023-12-15 07:12:00,2023-12-15 11:06:00,Air Python,3:54:00,746,Boeing 777,171
FL-622749,ATL,MEX,2023-11-14 18:20:00,2023-11-14 20:41:00,Air France,2:21:00,2132,Bombardier Q400,162
FL-313357,YYZ,LHR,2023-01-27 22:30:00,2023-01-28 00:40:00,Aeroflot,2:10:00,2067,Airbus A340,245
FL-986132,LAX,FRA,2023-05-18 21:03:00,2023-05-19 02:37:00,Virgin Atlantic,5:34:00,2619,Boeing 777,154
FL-668309,YOW,LAX,2023-10-10 08:31:00,2023-10-10 17:02:00,Finnair,8:31:00,825,Boeing 737 MAX,112
FL-655237,MEL,IST,2023-09-13 15:11:00,2023-09-13 17:28:00,Air France,2:17:00,2782,Bombardier Q400,204
FL-187742,LAX,YOW,2023-11-13 08:08:00,2023-11-13 09:18:00,Avianca,1:10:00,2580,Airbus A330,218
FL-729178,HKG,HND,2023-08-04 08:49:00,2023-08-04 14:55:00,Alitalia,6:06:00,2330,Airbus A350,147
FL-187523,LAX,MEL,2023-08-22 14:37:00,2023-08-22 21:47:00,EVA Air,7:10:00,2726,Boeing 737 MAX,217
FL-294623,LAX,FRA,2023-01-26 01:50:00,2023-01-26 06:04:00,Lufthansa,4:14:00,471,Airbus A380,196
FL-238461,FRA,YXU,2023-11-23 19:02:00,2023-11-24 01:48:00,Air Python,6:46:00,1980,Airbus A340,244
FL-788959,DXB,ATL,2023-04-10 13:40:00,2023-04-10 16:45:00,Air Canada,3:05:00,1260,Airbus A380,127
FL-158588,DXB,YUL,2023-09-28 14:21:00,2023-09-28 20:54:00,American Airlines,6:33:00,1738,Bombardier CRJ900,166
FL-149928,SIN,DFW,2023-03-01 11:19:00,2023-03-01 14:02:00,Finnair,2:43:00,2696,McDonnell Douglas MD-88,144
FL-731378,YHZ,DEN,2023-04-26 06:00:00,2023-04-26 08:11:00,Lufthansa,2:11:00,509,Bombardier CRJ900,203
FL-830908,HND,PEK,2023-06-01 20:30:00,2023-06-02 03:10:00,Cathay Pacific,6:40:00,712,Airbus A320,247
FL-887797,LAX,FCO,2023-12-22 12:18:00,2023-12-22 17:02:00,British Airways,4:44:00,1239,Boeing 737 MAX,157
FL-924983,HKG,MEL,2023-10-25 20:49:00,2023-10-26 04:32:00,Alitalia,7:43:00,1775,McDonnell Douglas MD-88,205
FL-525006,YYZ,HND,2023-05-26 12:10:00,2023-05-26 20:33:00,American Airlines,8:23:00,778,Boeing 767,121
FL-365559,LAX,SIN,2023-03-14 05:02:00,2023-03-14 11:35:00,Iberia,6:33:00,1008,Boeing 737 MAX,127
FL-290788,LAX,MEX,2023-06-04 16:02:00,2023-06-04 18:47:00,Asiana Airlines,2:45:00,691,Embraer E190,209
FL-884936,SYD,SIN,2023-12-02 06:25:00,2023-12-02 11:11:00,Turkish Airlines,4:46:00,1188,Boeing 737,232
FL-458933,YUL,SIN,2023-03-27 17:48:00,2023-03-27 20:48:00,WestJet,3:00:00,796,Airbus A350,230
FL-545561,DFW,YVR,2023-05-02 09:19:00,2023-05-02 12:13:00,Qantas,2:54:00,1484,Embraer E190,127
FL-314512,MEL,ICN,2023-02-06 18:48:00,2023-02-06 20:57:00,Qatar Airways,2:09:00,2246,Boeing 747,136
FL-109411,ORD,YVR,2023-05-03 14:55:00,2023-05-03 21:10:00,Royal Jordanian,6:15:00,931,Bombardier Q400,146
FL-775610,FRA,YOW,2023-02-06 23:40:00,2023-02-07 03:57:00,Aeroflot,4:17:00,418,Airbus A350,185
FL-659640,JFK,ATL,2023-12-05 06:09:00,2023-12-05 07:13:00,Royal Jordanian,1:04:00,636,Boeing 747,179
FL-732566,DEN,ORD,2023-05-15 23:25:00,2023-05-16 00:53:00,Virgin Atlantic,1:28:00,2470,Airbus A340,194
FL-132874,FCO,DXB,2023-02-15 01:05:00,2023-02-15 05:54:00,British Airways,4:49:00,1277,Bombardier Q400,181
FL-770596,ICN,AMS,2023-04-26 04:07:00,2023-04-26 10:39:00,Singapore Airlines,6:32:00,1238,Bombardier CRJ900,210
FL-812956,JFK,LHR,2023-09-27 16:21:00,2023-09-27 18:03:00,Royal Jordanian,1:42:00,1725,Airbus A350,106
FL-957160,HKG,YXU,2023-08-24 16:23:00,2023-08-24 22:45:00,Aeroflot,6:22:00,700,Bombardier Q400,182
FL-464295,MIA,MEL,2023-04-01 23:56:00,2023-04-02 07:31:00,Thai Airways,7:35:00,679,Bombardier Q400,194
FL-778180,YOW,DXB,2023-11-09 03:14:00,2023-11-09 07:08:00,Finnair,3:54:00,804,Airbus A350,131
FL-546326,DEN,HND,2023-06-19 16:25:00,2023-06-19 20:26:00,Alitalia,4:01:00,2016,Airbus A340,153
FL-262268,HND,ORD,2023-11-15 17:58:00,2023-11-16 00:26:00,Cathay Pacific,6:28:00,2220,Boeing 787,243
FL-566567,HND,ORD,2023-11-27 05:37:00,2023-11-27 11:24:00,Finnair,5:47:00,2087,Airbus A340,131
FL-855751,SIN,ATL,2023-03-03 10:04:00,2023-03-03 12:49:00,Singapore Airlines,2:45:00,2719,Airbus A320,228
FL-940519,CDG,YYZ,2023-01-18 19:46:00,2023-01-19 03:33:00,KLM,7:47:00,2332,Boeing 737,250
FL-995987,LAX,LHR,2023-12-15 02:49:00,2023-12-15 10:46:00,Air France,7:57:00,896,Embraer E190,194
FL-689967,DXB,DEN,2023-02-19 03:38:00,2023-02-19 12:00:00,Qantas,8:22:00,1903,Airbus A350,163
FL-106224,HND,DXB,2023-05-10 13:26:00,2023-05-10 20:06:00,Air Canada,6:40:00,1938,McDonnell Douglas MD-88,156
FL-208224,PEK,MIA,2023-06-10 03:06:00,2023-06-10 06:04:00,Royal Jordanian,2:58:00,429,Boeing 767,119
FL-909377,HKG,IST,2023-01-28 14:03:00,2023-01-28 22:57:00,Iberia,8:54:00,515,Airbus A320,132
FL-220304,FRA,SYD,2023-06-05 14:26:00,2023-06-05 23:25:00,Qatar Airways,8:59:00,451,Airbus A320,130
FL-254305,FCO,ICN,2023-05-06 01:22:00,2023-05-06 03:52:00,Virgin Atlantic,2:30:00,2758,Airbus A330,181
FL-932253,MEL,DEN,2023-02-15 07:43:00,2023-02-15 11:24:00,Virgin Atlantic,3:41:00,2199,Airbus A380,128
FL-753765,MEL,CDG,2023-01-08 13:35:00,2023-01-08 21:20:00,Air Python,7:45:00,1929,Boeing 787,237
FL-656117,YXU,AMS,2023-08-25 16:58:00,2023-08-26 00:35:00,Air France,7:37:00,1528,Airbus A320,147
FL-759252,LAX,DEN,2023-12-10 21:28:00,2023-12-11 06:05:00,Alitalia,8:37:00,1627,Boeing 737,146
FL-907191,PEK,ICN,2023-11-24 01:37:00,2023-11-24 03:11:00,Qatar Airways,1:34:00,1295,McDonnell Douglas MD-88,123
FL-422348,LHR,YHZ,2023-11-11 17:42:00,2023-11-12 01:54:00,ANA All Nippon Airways,8:12:00,972,Bombardier CRJ900,149
FL-272806,DFW,LAX,2023-03-08 20:48:00,2023-03-08 22:48:00,Cathay Pacific,2:00:00,1343,Airbus A320,114
FL-131828,CDG,DFW,2023-12-11 23:29:00,2023-12-12 06:37:00,Royal Jordanian,7:08:00,2206,Boeing 737,154
FL-920317,SYD,YHZ,2023-06-08 20:58:00,2023-06-09 04:28:00,KLM,7:30:00,2821,Airbus A320,232
FL-196340,HND,FRA,2023-04-09 13:12:00,2023-04-09 20:19:00,Delta Airlines,7:07:00,2066,Boeing 737 MAX,214
FL-314842,ORD,MEX,2023-05-24 04:19:00,2023-05-24 12:46:00,Lufthansa,8:27:00,662,Boeing 787,161
FL-365635,YXU,CDG,2023-06-17 09:19:00,2023-06-17 15:51:00,Delta Airlines,6:32:00,2863,Boeing 737,217
FL-226401,MEL,DFW,2023-06-05 06:58:00,2023-06-05 14:36:00,Thai Airways,7:38:00,690,Boeing 767,171
FL-138609,SYD,YXU,2023-11-03 10:01:00,2023-11-03 13:28:00,Emirates,3:27:00,230,Airbus A330,156
FL-259491,CDG,MEX,2023-02-04 20:30:00,2023-02-04 23:51:00,Qantas,3:21:00,2145,Airbus A320,173
FL-408794,MEX,PEK,2023-01-01 13:41:00,2023-01-01 17:31:00,Etihad Airways,3:50:00,2953,Bombardier Q400,120
FL-766103,YUL,MIA,2023-05-25 10:41:00,2023-05-25 17:50:00,Air France,7:09:00,805,Airbus A320,219
FL-859088,FRA,ATL,2023-10-18 05:32:00,2023-10-18 07:36:00,Aeroflot,2:04:00,1019,Airbus A350,101
FL-998568,LAX,HKG,2023-01-06 13:23:00,2023-01-06 16:29:00,Singapore Airlines,3:06:00,671,Bombardier Q400,207
FL-565328,MIA,HKG,2023-02-26 05:04:00,2023-02-26 06:58:00,EVA Air,1:54:00,926,Boeing 737 MAX,111
FL-900398,DXB,PEK,2023-08-10 13:51:00,2023-08-10 20:18:00,Aeroflot,6:27:00,2502,Embraer E190,138
FL-442146,LHR,MEL,2023-07-25 23:42:00,2023-07-26 07:15:00,Cathay Pacific,7:33:00,486,Bombardier CRJ900,169
FL-280992,CDG,PEK,2023-06-16 20:45:00,2023-06-16 23:31:00,KLM,2:46:00,1110,Boeing 747,176
FL-709912,IST,MEX,2023-01-25 06:37:00,2023-01-25 12:12:00,Alitalia,5:35:00,2564,McDonnell Douglas MD-88,146
FL-830050,YUL,AMS,2023-10-26 08:59:00,2023-10-26 11:41:00,American Airlines,2:42:00,1836,Bombardier Q400,119
FL-103237,IST,FRA,2023-12-17 17:45:00,2023-12-17 22:02:00,Asiana Airlines,4:17:00,2144,Boeing 737 MAX,207
FL-708564,LAX,DXB,2023-12-09 18:05:00,2023-12-09 23:42:00,Singapore Airlines,5:37:00,2257,Boeing 767,119
FL-328505,YUL,AMS,2023-02-03 12:30:00,2023-02-03 15:50:00,United Airlines,3:20:00,2069,Airbus A320,101
FL-385901,SIN,HND,2023-12-23 00:04:00,2023-12-23 03:17:00,Alitalia,3:13:00,1681,Boeing 787,132
FL-654557,LAX,DFW,2023-02-03 05:49:00,2023-02-03 08:13:00,Thai Airways,2:24:00,2355,Airbus A380,191
FL-883289,YVR,AMS,2023-07-10 11:31:00,2023-07-10 13:55:00,Air France,2:24:00,1993,Bombardier CRJ900,163
FL-362313,LAX,YYZ,2023-01-14 01:56:00,2023-01-14 07:13:00,Avianca,5:17:00,2643,Embraer E190,117
FL-408368,FRA,YHZ,2023-10-09 21:16:00,2023-10-10 01:14:00,Avianca,3:58:00,2998,Airbus A340,174
FL-931122,MEL,PEK,2023-05-17 23:18:00,2023-05-18 05:28:00,Etihad Airways,6:10:00,2208,Airbus A330,188
FL-788226,YOW,LAX,2023-09-26 01:43:00,2023-09-26 04:06:00,Lufthansa,2:23:00,1959,Airbus A350,149
FL-861127,JFK,SYD,2023-01-22 13:21:00,2023-01-22 16:07:00,Royal Jordanian,2:46:00,2689,Boeing 777,235
FL-271156,YVR,LAX,2023-08-14 13:31:00,2023-08-14 16:11:00,China Southern Airlines,2:40:00,2999,Boeing 787,221
FL-190691,HKG,IST,2023-10-27 14:12:00,2023-10-27 16:36:00,Royal Jordanian,2:24:00,948,Airbus A320,236
FL-500096,YYZ,YHZ,2023-01-13 20:04:00,2023-01-14 04:54:00,China Southern Airlines,8:50:00,712,Boeing 777,126
FL-668441,MIA,SYD,2023-05-13 12:55:00,2023-05-13 15:38:00,Air Canada,2:43:00,1065,Boeing 737,118
FL-110616,LHR,ICN,2023-05-18 14:00:00,2023-05-18 19:04:00,Avianca,5:04:00,1418,Boeing 767,205
FL-322623,SIN,YYZ,2023-10-05 09:52:00,2023-10-05 16:40:00,Finnair,6:48:00,2158,Airbus A330,181
FL-794541,CDG,DFW,2023-12-27 12:56:00,2023-12-27 18:28:00,Aeroflot,5:32:00,2225,Boeing 737 MAX,163
FL-578005,ATL,YVR,2023-11-22 01:07:00,2023-11-22 06:20:00,Virgin Atlantic,5:13:00,1705,Airbus A350,247
FL-666231,SYD,JFK,2023-01-06 17:36:00,2023-01-06 18:43:00,Cathay Pacific,1:07:00,739,McDonnell Douglas MD-88,242
FL-889762,SYD,HKG,2023-02-04 18:33:00,2023-02-04 21:33:00,Qatar Airways,3:00:00,935,Airbus A350,103
FL-386046,ATL,DEN,2023-04-07 11:48:00,2023-04-07 15:28:00,British Airways,3:40:00,577,McDonnell Douglas MD-88,147
FL-799678,MEL,YHZ,2023-12-19 08:51:00,2023-12-19 14:18:00,Etihad Airways,5:27:00,1538,Boeing 787,172
FL-617151,PEK,YHZ,2023-03-22 10:17:00,2023-03-22 17:13:00,Virgin Atlantic,6:56:00,1626,Airbus A380,229
FL-695128,MEL,YXU,2023-05-07 02:43:00,2023-05-07 06:56:00,Royal Jordanian,4:13:00,2086,Bombardier Q400,130
FL-206000,YXU,HKG,2023-06-23 23:11:00,2023-06-24 05:14:00,Air France,6:03:00,217,Boeing 737,125
FL-160457,DEN,LAX,2023-04-27 19:13:00,2023-04-28 01:33:00,American Airlines,6:20:00,2388,Airbus A330,119
FL-433481,MEL,DEN,2023-10-15 18:56:00,2023-10-16 00:19:00,Emirates,5:23:00,1891,Boeing 767,247
FL-494570,DFW,ATL,2023-07-10 10:33:00,2023-07-10 13:21:00,Qantas,2:48:00,1539,Bombardier Q400,216
FL-417748,FCO,HND,2023-02-20 18:56:00,2023-02-20 20:23:00,Alitalia,1:27:00,2032,Boeing 787,222
FL-792640,CDG,ATL,2023-12-02 23:52:00,2023-12-03 05:39:00,Etihad Airways,5:47:00,2635,Boeing 787,150
FL-299740,CDG,HKG,2023-10-16 21:17:00,2023-10-17 05:30:00,British Airways,8:13:00,572,Airbus A350,210
FL-831972,SIN,AMS,2023-03-21 20:24:00,2023-03-22 03:45:00,EVA Air,7:21:00,647,Airbus A380,107
FL-391009,YXU,JFK,2023-12-06 08:59:00,2023-12-06 16:31:00,Emirates,7:32:00,861,Boeing 787,165
FL-538707,ICN,SFO,2023-12-08 10:59:00,2023-12-08 16:52:00,Etihad Airways,5:53:00,1279,Boeing 747,133
FL-516457,ATL,DXB,2023-09-03 16:32:00,2023-09-04 00:54:00,Qantas,8:22:00,2827,Embraer E190,221
FL-227790,SIN,DEN,2023-10-16 03:07:00,2023-10-16 04:50:00,Swiss International Air Lines,1:43:00,2335,Boeing 767,233
FL-748407,HKG,LAX,2023-12-03 20:18:00,2023-12-04 01:23:00,Asiana Airlines,5:05:00,2935,Airbus A320,190
FL-345913,FCO,MEL,2023-01-21 18:43:00,2023-01-21 22:39:00,Iberia,3:56:00,2203,Boeing 777,119
FL-498522,LAX,HKG,2023-09-20 11:00:00,2023-09-20 16:39:00,Alitalia,5:39:00,635,Airbus A380,226
FL-209310,CDG,YXU,2023-01-13 00:26:00,2023-01-13 06:30:00,Qatar Airways,6:04:00,468,McDonnell Douglas MD-88,233
FL-929124,MEX,JFK,2023-09-15 01:20:00,2023-09-15 03:56:00,Emirates,2:36:00,1103,Airbus A340,246
FL-639334,YHZ,FCO,2023-02-25 09:46:00,2023-02-25 18:23:00,British Airways,8:37:00,537,Bombardier CRJ900,225
FL-835916,PEK,CDG,2023-11-07 18:00:00,2023-11-08 02:31:00,Royal Jordanian,8:31:00,2193,Bombardier Q400,147
FL-211331,FRA,YOW,2023-05-14 23:53:00,2023-05-15 03:54:00,Aeroflot,4:01:00,2962,Embraer E190,139
FL-677995,YVR,YXU,2023-03-19 10:53:00,2023-03-19 11:53:00,Turkish Airlines,1:00:00,2198,Boeing 767,127
FL-843234,ICN,PEK,2023-05-27 05:47:00,2023-05-27 09:03:00,Delta Airlines,3:16:00,2993,Airbus A380,208
FL-325903,LAX,YXU,2023-11-04 23:01:00,2023-11-05 01:41:00,Emirates,2:40:00,1514,Airbus A380,194
FL-165533,SFO,LHR,2023-09-01 14:00:00,2023-09-01 18:34:00,Qantas,4:34:00,1446,Boeing 767,208
FL-436149,YOW,HKG,2023-07-04 22:28:00,2023-07-05 06:55:00,Aeroflot,8:27:00,2675,Boeing 767,210
FL-663984,DXB,JFK,2023-11-15 07:24:00,2023-11-15 11:20:00,WestJet,3:56:00,1465,Boeing 737,102
FL-996820,PEK,DXB,2023-10-06 21:16:00,2023-10-07 00:05:00,EVA Air,2:49:00,1208,Airbus A320,207
FL-774189,LHR,FCO,2023-10-02 01:18:00,2023-10-02 03:29:00,Thai Airways,2:11:00,337,Airbus A350,142
FL-575367,AMS,LAX,2023-04-06 17:35:00,2023-04-06 23:49:00,Finnair,6:14:00,2825,Airbus A340,128
FL-703777,MEX,HND,2023-09-13 17:04:00,2023-09-13 18:43:00,Qatar Airways,1:39:00,1614,Boeing 737,103
FL-902544,YHZ,DEN,2023-08-06 09:07:00,2023-08-06 13:31:00,Thai Airways,4:24:00,2109,Airbus A320,209
FL-560871,ATL,SFO,2023-08-07 13:55:00,2023-08-07 16:39:00,Qatar Airways,2:44:00,1664,Bombardier Q400,249
FL-671321,DEN,LHR,2023-05-22 02:11:00,2023-05-22 05:17:00,KLM,3:06:00,472,Bombardier CRJ900,217
FL-727272,MEX,IST,2023-04-16 00:01:00,2023-04-16 06:20:00,ANA All Nippon Airways,6:19:00,497,Bombardier Q400,202
FL-111497,HKG,SFO,2023-01-02 04:53:00,2023-01-02 09:32:00,Aeroflot,4:39:00,743,Airbus A380,186
FL-308559,MIA,DEN,2023-04-08 15:57:00,2023-04-08 21:06:00,Aeroflot,5:09:00,1413,Boeing 747,227
FL-475824,YYZ,MEX,2023-08-18 12:43:00,2023-08-18 16:26:00,Royal Jordanian,3:43:00,2011,Boeing 747,128
FL-305540,YOW,ICN,2023-07-22 18:10:00,2023-07-23 00:40:00,Royal Jordanian,6:30:00,2144,Boeing 767,167
FL-309767,YYZ,ICN,2023-04-01 06:16:00,2023-04-01 14:27:00,Qantas,8:11:00,2891,Airbus A340,160
FL-488543,YUL,YXU,2023-12-06 10:26:00,2023-12-06 15:38:00,United Airlines,5:12:00,804,Boeing 747,185
FL-292561,AMS,YVR,2023-11-11 19:21:00,2023-11-11 21:38:00,KLM,2:17:00,1105,Embraer E190,193
FL-821311,YXU,YOW,2023-09-07 05:14:00,2023-09-07 13:40:00,Thai Airways,8:26:00,555,Airbus A330,185
FL-436956,IST,SYD,2023-11-20 22:40:00,2023-11-21 00:10:00,Asiana Airlines,1:30:00,1682,Boeing 787,206
FL-432510,SFO,LAX,2023-01-12 00:47:00,2023-01-12 03:26:00,Royal Jordanian,2:39:00,1273,Boeing 737,124
FL-924343,MEX,ORD,2023-11-13 19:49:00,2023-11-14 03:55:00,Air Python,8:06:00,1131,Boeing 767,114
FL-665547,PEK,AMS,2023-02-18 06:09:00,2023-02-18 11:23:00,Thai Airways,5:14:00,1923,Boeing 747,163
FL-104135,LHR,YOW,2023-01-02 06:46:00,2023-01-02 12:21:00,United Airlines,5:35:00,790,Airbus A320,128
FL-658221,LAX,SYD,2023-07-14 16:46:00,2023-07-14 19:53:00,Etihad Airways,3:07:00,690,Airbus A380,216
FL-378055,LHR,ICN,2023-11-28 15:58:00,2023-11-28 22:32:00,Turkish Airlines,6:34:00,2387,Boeing 737,230
FL-321174,PEK,YUL,2023-12-17 05:48:00,2023-12-17 09:43:00,Singapore Airlines,3:55:00,2181,Airbus A380,155
FL-928841,CDG,FCO,2023-03-09 02:12:00,2023-03-09 10:17:00,Singapore Airlines,8:05:00,1321,Airbus A330,121
FL-802545,PEK,FCO,2023-06-11 13:45:00,2023-06-11 17:40:00,Singapore Airlines,3:55:00,2713,Airbus A320,193
FL-188233,SYD,MEX,2023-05-27 17:41:00,2023-05-27 19:17:00,China Southern Airlines,1:36:00,1742,Airbus A330,172
FL-235018,DXB,MEL,2023-08-11 17:39:00,2023-08-11 21:50:00,Air France,4:11:00,2151,Boeing 737,124
FL-770639,YYZ,YOW,2023-04-21 01:28:00,2023-04-21 10:03:00,Avianca,8:35:00,1395,Boeing 737 MAX,205
FL-104331,CDG,ICN,2023-10-23 04:40:00,2023-10-23 09:51:00,Thai Airways,5:11:00,2329,Airbus A340,101
FL-875538,DFW,JFK,2023-09-16 02:32:00,2023-09-16 09:54:00,Avianca,7:22:00,257,Boeing 787,110
FL-663669,LAX,YUL,2023-02-16 20:26:00,2023-02-17 01:29:00,United Airlines,5:03:00,2067,Airbus A320,107
FL-836889,YUL,YYZ,2023-02-06 07:02:00,2023-02-06 14:43:00,Emirates,7:41:00,587,Airbus A340,179
FL-904502,MEL,ATL,2023-03-05 23:39:00,2023-03-06 07:55:00,Thai Airways,8:16:00,1175,Boeing 777,196
FL-776618,HND,FCO,2023-04-16 21:22:00,2023-04-17 02:52:00,WestJet,5:30:00,1488,Airbus A350,207
FL-525624,CDG,ATL,2023-11-06 17:22:00,2023-11-07 01:36:00,Swiss International Air Lines,8:14:00,241,Boeing 767,167
FL-791350,YUL,HKG,2023-03-18 01:08:00,2023-03-18 06:54:00,Singapore Airlines,5:46:00,900,Airbus A320,156
FL-856392,AMS,JFK,2023-06-24 20:33:00,2023-06-24 22:39:00,Emirates,2:06:00,1626,Boeing 737 MAX,118
FL-516736,YHZ,LAX,2023-08-23 01:42:00,2023-08-23 03:41:00,Lufthansa,1:59:00,2077,Embraer E190,161
FL-664076,SFO,YUL,2023-02-06 22:04:00,2023-02-07 06:33:00,United Airlines,8:29:00,1598,Boeing 787,201
FL-862958,AMS,LHR,2023-06-10 17:21:00,2023-06-10 21:51:00,WestJet,4:30:00,898,Boeing 767,110
FL-771552,MEL,LHR,2023-02-11 12:38:00,2023-02-11 19:52:00,Air Canada,7:14:00,802,Airbus A330,131
FL-788202,DFW,ORD,2023-08-27 09:03:00,2023-08-27 10:56:00,Etihad Airways,1:53:00,428,Embraer E190,233
FL-118061,DEN,YYZ,2023-11-06 03:14:00,2023-11-06 10:13:00,Aeroflot,6:59:00,445,Airbus A340,235
FL-128997,DEN,LAX,2023-06-23 10:42:00,2023-06-23 14:28:00,Iberia,3:46:00,300,Boeing 737 MAX,196
FL-773396,DXB,AMS,2023-02-23 06:28:00,2023-02-23 11:50:00,KLM,5:22:00,1831,Airbus A330,159
FL-440039,JFK,FRA,2023-03-21 13:28:00,2023-03-21 16:55:00,Iberia,3:27:00,1877,Boeing 787,120
FL-209197,YXU,HKG,2023-11-21 07:09:00,2023-11-21 13:25:00,EVA Air,6:16:00,2354,Airbus A350,245
FL-696720,LHR,YUL,2023-10-21 20:44:00,2023-10-22 05:06:00,Turkish Airlines,8:22:00,419,Boeing 737 MAX,248
FL-297143,LHR,ICN,2023-07-15 17:29:00,2023-07-15 19:29:00,Air Canada,2:00:00,550,Boeing 787,144
FL-985073,YYZ,CDG,2023-05-05 17:57:00,2023-05-05 20:04:00,China Southern Airlines,2:07:00,1966,Boeing 787,206
FL-409361,SIN,SYD,2023-08-24 11:02:00,2023-08-24 16:34:00,KLM,5:32:00,2476,Bombardier CRJ900,120
FL-531257,ICN,ORD,2023-11-26 20:56:00,2023-11-27 00:01:00,Qatar Airways,3:05:00,2966,Airbus A350,168
FL-785591,ATL,DFW,2023-08-10 14:41:00,2023-08-10 20:04:00,EVA Air,5:23:00,1342,Airbus A330,180
FL-492244,YHZ,ATL,2023-07-16 01:09:00,2023-07-16 04:44:00,American Airlines,3:35:00,363,Boeing 767,123
FL-855303,ORD,DXB,2023-04-08 04:19:00,2023-04-08 11:35:00,Singapore Airlines,7:16:00,1876,Boeing 747,176
FL-267999,AMS,MEX,2023-08-27 22:19:00,2023-08-28 06:49:00,Finnair,8:30:00,1893,Boeing 737 MAX,116
FL-746763,DXB,ICN,2023-12-12 23:40:00,2023-12-13 04:58:00,Finnair,5:18:00,737,Boeing 737 MAX,250
FL-954891,DXB,LAX,2023-02-06 10:30:00,2023-02-06 11:52:00,American Airlines,1:22:00,880,Airbus A350,114
FL-158346,CDG,ATL,2023-04-09 07:58:00,2023-04-09 11:55:00,Qatar Airways,3:57:00,935,McDonnell Douglas MD-88,172
FL-935076,SYD,CDG,2023-12-21 11:50:00,2023-12-21 17:31:00,Air France,5:41:00,1900,Boeing 767,159
FL-822098,PEK,YHZ,2023-12-10 12:30:00,2023-12-10 18:45:00,Avianca,6:15:00,1190,Boeing 737,183
FL-499676,AMS,YOW,2023-07-21 19:58:00,2023-07-21 23:26:00,EVA Air,3:28:00,840,Airbus A320,194
FL-283242,DXB,IST,2023-05-10 10:22:00,2023-05-10 18:21:00,Qatar Airways,7:59:00,2611,Boeing 767,243
FL-146198,YUL,YHZ,2023-12-09 06:25:00,2023-12-09 14:45:00,Qantas,8:20:00,2077,Airbus A330,172
FL-549592,ATL,YUL,2023-01-12 20:27:00,2023-01-12 22:01:00,Virgin Atlantic,1:34:00,2916,Boeing 737 MAX,128
FL-639254,SYD,YUL,2023-02-27 04:38:00,2023-02-27 10:21:00,Finnair,5:43:00,760,McDonnell Douglas MD-88,201
FL-792380,DFW,HND,2023-11-08 06:19:00,2023-11-08 14:23:00,Finnair,8:04:00,1594,Airbus A380,206
FL-716973,LAX,SFO,2023-04-01 04:44:00,2023-04-01 09:04:00,American Airlines,4:20:00,2669,Boeing 767,233
FL-935745,MEL,JFK,2023-09-03 21:23:00,2023-09-04 00:22:00,Asiana Airlines,2:59:00,326,Boeing 787,143
FL-146973,YHZ,SYD,2023-07-15 04:34:00,2023-07-15 06:42:00,Royal Jordanian,2:08:00,1797,Bombardier Q400,202
FL-449211,DEN,ATL,2023-09-07 18:17:00,2023-09-08 01:11:00,American Airlines,6:54:00,2455,Boeing 777,139
FL-870683,DFW,SFO,2023-06-28 08:31:00,2023-06-28 15:54:00,Qatar Airways,7:23:00,310,Bombardier CRJ900,141
FL-979323,DFW,LAX,2023-04-01 18:05:00,2023-04-01 19:31:00,Singapore Airlines,1:26:00,504,Embraer E190,145
FL-271650,YHZ,ORD,2023-05-15 03:23:00,2023-05-15 06:15:00,Asiana Airlines,2:52:00,2227,Embraer E190,188
FL-825934,LAX,YYZ,2023-11-23 06:54:00,2023-11-23 14:49:00,Turkish Airlines,7:55:00,1281,Bombardier CRJ900,236
FL-197727,YHZ,YVR,2023-06-13 06:49:00,2023-06-13 15:15:00,Qantas,8:26:00,1394,Boeing 737,114
FL-331620,FCO,LAX,2023-10-19 03:32:00,2023-10-19 09:15:00,British Airways,5:43:00,808,Airbus A380,246
FL-144076,JFK,MIA,2023-07-02 16:19:00,2023-07-02 23:56:00,Air Python,7:37:00,394,Airbus A350,185
FL-471322,DXB,PEK,2023-11-03 18:53:00,2023-11-04 03:14:00,Cathay Pacific,8:21:00,562,Bombardier CRJ900,102
